timestamp,temp_in,temp_corrompida
2026-01-01 08:00:00,180.0,181.78817095084042
2026-01-01 08:05:00,180.31552815656337,179.81777667234712
2026-01-01 08:10:00,180.6297985253386,182.9614772625011
2026-01-01 08:15:00,180.94155833244858,186.42446581551746
2026-01-01 08:20:00,181.24956481185154,180.40661266284752
2026-01-01 08:25:00,181.55259015937085,180.7096971143538
2026-01-01 08:30:00,181.84942642708273,187.53459256290935
2026-01-01 08:35:00,182.13889033855105,184.90165536350153
2026-01-01 08:40:00,182.41982800571418,180.72972021634834
2026-01-01 08:45:00,182.69111952862144,184.6443356855309
2026-01-01 08:50:00,182.95168345968264,181.28337976555778
2026-01-01 08:55:00,183.20048111463552,181.5238540017826
2026-01-01 09:00:00,183.43652071304592,184.30758489068364
2026-01-01 09:05:00,183.6588613318354,176.77105245106733
2026-01-01 09:10:00,183.8666166560767,177.6569124590298
2026-01-01 09:15:00,184.0589585121051,182.0347234068376
2026-01-01 09:20:00,184.2351201688615,180.58892813565757
2026-01-01 09:25:00,184.3943993943073,
2026-01-01 09:30:00,184.5361612547274,181.26727458285103
2026-01-01 09:35:00,184.6598406457622,179.57554732095514
2026-01-01 09:40:00,184.7649445450792,190.0412801131968
2026-01-01 09:45:00,184.85105397770494,184.0382592959534
2026-01-01 09:50:00,184.91782568618186,185.1609272230584
2026-01-01 09:55:00,184.96499349889334,179.8359000285249
2026-01-01 10:00:00,184.9923693911019,183.03259158281125
2026-01-01 10:05:00,184.99984423447077,185.3991655574263
2026-01-01 10:10:00,184.98738823208168,180.8438113533614
2026-01-01 10:15:00,184.95505103721396,186.30756390325837
2026-01-01 10:20:00,184.90296155541202,182.7406622717043
2026-01-01 10:25:00,184.8313274306301,183.7812299313743
2026-01-01 10:30:00,184.74043421750255,450.0
2026-01-01 10:35:00,184.6306442430392,191.29884570727137
2026-01-01 10:40:00,184.50239516228376,184.4538051532272
2026-01-01 10:45:00,184.3561982136923,180.54843886945105
2026-01-01 10:50:00,184.19263618118688,187.15379786475836
2026-01-01 10:55:00,184.0123610710079,179.6173239311122
2026-01-01 11:00:00,183.81609151262583,184.56800045464294
2026-01-01 11:05:00,183.60460989407358,176.54979744810637
2026-01-01 11:10:00,183.37875924311805,178.5972894670837
2026-01-01 11:15:00,183.1394398667043,183.84814031583315
2026-01-01 11:20:00,182.88760576206795,185.54608545005144
2026-01-01 11:25:00,182.62426081382233,183.2411866261062
2026-01-01 11:30:00,182.35045479218002,181.93412097558235
2026-01-01 11:35:00,182.06727916826068,180.98330586413925
2026-01-01 11:40:00,181.77586276316714,176.4531835978444
2026-01-01 11:45:00,181.47736724817335,178.8859280979524
2026-01-01 11:50:00,181.17298251396184,179.5146829385066
2026-01-01 11:55:00,180.86392192737048,184.6695619417586
2026-01-01 12:00:00,180.55141749455638,181.78844333700283
2026-01-01 12:05:00,180.2367149498578,173.88977039055194
2026-01-01 12:10:00,179.9210687899318,181.08777107975308
2026-01-01 12:15:00,179.6057372729626,178.21944106346388
2026-01-01 12:20:00,179.29197740287523,176.85505820177377
2026-01-01 12:25:00,178.98103991854924,181.18307455837638
2026-01-01 12:30:00,178.6741643080066,182.385762588992
2026-01-01 12:35:00,178.37257386744895,181.72518229626726
2026-01-01 12:40:00,178.07747082483993,175.05628774123844
2026-01-01 12:45:00,177.7900315474721,176.67686699440773
2026-01-01 12:50:00,177.5114018526216,178.70395020567443
2026-01-01 12:55:00,177.24269243998447,180.75465489762496
2026-01-01 13:00:00,176.98497446410192,175.2599472078589
2026-01-01 13:05:00,176.73927526442407,176.07090294843434
2026-01-01 13:10:00,176.50657427003347,172.52376836361177
2026-01-01 13:15:00,176.2877990953536,171.98145524866317
2026-01-01 13:20:00,176.08382184240554,179.00891480302465
2026-01-01 13:25:00,175.8954556243537,180.77791972720865
2026-01-01 13:30:00,175.72345132419795,175.46421488650876
2026-01-01 13:35:00,175.56849460153396,179.18121303394526
2026-01-01 13:40:00,175.43120315931282,176.7330928494843
2026-01-01 13:45:00,175.31212428149587,172.9896931649174
2026-01-01 13:50:00,175.21173265142036,176.51275683125064
2026-01-01 13:55:00,175.1304284595723,180.6673600988498
2026-01-01 14:00:00,175.06853580830997,174.93956206751415
2026-01-01 14:05:00,175.02630141989673,180.65901858082714
2026-01-01 14:10:00,175.0038936529936,165.57281127827054
2026-01-01 14:15:00,175.0014018315326,177.96025084728342
2026-01-01 14:20:00,175.01883588864496,175.3322053343024
2026-01-01 14:25:00,175.056126327065,173.97969986538786
2026-01-01 14:30:00,175.11312449616648,175.4434632916943
2026-01-01 14:35:00,175.1896031845277,
2026-01-01 14:40:00,175.28525752566281,174.49443872944778
2026-01-01 14:45:00,175.39970621330912,176.6853114707514
2026-01-01 14:50:00,175.53249302142564,180.8529115824951
2026-01-01 14:55:00,175.68308862284388,173.81731583705874
2026-01-01 15:00:00,175.85089269932138,172.94031572890592
2026-01-01 15:05:00,176.0352363345861,174.22891097768178
2026-01-01 15:10:00,176.2353846808331,179.53083230456056
2026-01-01 15:15:00,176.45053988804332,177.6340438828182
2026-01-01 15:20:00,176.67984428444785,174.7727075508865
2026-01-01 15:25:00,176.9223837954591,178.77014655466718
2026-01-01 15:30:00,177.1771915874404,-30.0
2026-01-01 15:35:00,177.44325192178837,180.93037388770676
2026-01-01 15:40:00,177.71950420396493,175.19211306600647
2026-01-01 15:45:00,178.0048472113383,176.82526348358633
2026-01-01 15:50:00,178.29814348297944,176.88655413170366
2026-01-01 15:55:00,178.59822385391493,173.3295700406393
2026-01-01 16:00:00,178.90389211576155,179.96992511319402
2026-01-01 16:05:00,179.21392978516374,180.15372876501135
2026-01-01 16:10:00,179.52710096102578,179.54550940493863
2026-01-01 16:15:00,179.84215725117596,178.99764357102543
2026-01-01 16:20:00,180.15784274882407,175.06250807744257
2026-01-01 16:25:00,180.47289903897422,178.95857587701892
2026-01-01 16:30:00,180.78607021483626,179.5522979553399
2026-01-01 16:35:00,181.09610788423845,178.2079097150406
2026-01-01 16:40:00,181.40177614608507,
2026-01-01 16:45:00,181.70185651702056,183.1564396015529
2026-01-01 16:50:00,181.9951527886617,188.78542203301961
2026-01-01 16:55:00,182.28049579603507,182.9089759222297
2026-01-01 17:00:00,182.55674807821163,183.4839294848136
2026-01-01 17:05:00,182.8228084125596,182.5548031158014
2026-01-01 17:10:00,183.0776162045409,176.17003982946434
2026-01-01 17:15:00,183.32015571555215,183.22470576393496
2026-01-01 17:20:00,183.54946011195668,183.76628886774438
2026-01-01 17:25:00,183.7646153191669,192.6322869241139
2026-01-01 17:30:00,183.9647636654139,183.27226419220185
2026-01-01 17:35:00,184.14910730067862,185.23467773307962
2026-01-01 17:40:00,184.31691137715612,184.19194900621724
2026-01-01 17:45:00,184.46750697857436,180.26026604314404
2026-01-01 17:50:00,184.60029378669088,188.71445591894496
2026-01-01 17:55:00,184.71474247433719,187.42170139200957
2026-01-01 18:00:00,184.8103968154723,187.65811182482727
2026-01-01 18:05:00,184.88687550383355,181.6130806665725
2026-01-01 18:10:00,184.943873672935,189.99393319230498
2026-01-01 18:15:00,184.98116411135504,179.93450028530282
2026-01-01 18:20:00,184.9985981684674,187.11128370614836
2026-01-01 18:25:00,184.9961063470064,192.8817465999223
2026-01-01 18:30:00,184.97369858010327,181.4077678096328
2026-01-01 18:35:00,184.93146419169003,182.89279236512004
2026-01-01 18:40:00,184.8695715404277,185.2283164547432
2026-01-01 18:45:00,184.78826734857964,182.9757549937613
2026-01-01 18:50:00,184.68787571850413,179.10548736666604
2026-01-01 18:55:00,184.56879684068718,184.81562354998889
2026-01-01 19:00:00,184.43150539846604,180.60721202905208
2026-01-01 19:05:00,184.27654867580205,185.9814814260887
2026-01-01 19:10:00,184.1045443756463,180.7946171324046
2026-01-01 19:15:00,183.91617815759446,189.4959420156576
2026-01-01 19:20:00,183.7122009046464,180.89248905223596
2026-01-01 19:25:00,183.49342572996653,182.3340042716261
2026-01-01 19:30:00,183.26072473557593,186.18938671810673
2026-01-01 19:35:00,183.01502553589808,178.58391399673584
2026-01-01 19:40:00,182.75730756001553,183.5761633245904
2026-01-01 19:45:00,182.4885981473784,187.19431206279515
2026-01-01 19:50:00,182.2099684525279,176.4230288081075
2026-01-01 19:55:00,181.92252917516007,182.58721106587635
2026-01-01 20:00:00,181.62742613255105,182.56300419184538
2026-01-01 20:05:00,181.3258356919934,184.1403980303917
2026-01-01 20:10:00,181.01896008145076,176.56593752228966
2026-01-01 20:15:00,180.70802259712477,175.95437879002137
